Diarienummer;Sîkbegrepp
M-1994-128;GERVIDE 1:35 SJONHEM
M-1994-132;STENSTUGU 1:12 HABLINGBO
M-1994-133;KUSE 1:19 VéSTERHEJDE
M-1994-134;UNGHANSE 1:47 ESKELHEM
M-1994-137;LIFFRIDE 1:5 ALSKOG
M-1994-138;STENSTUGU 1:7 ALSKOG
M-1994-143;HéGUR 1:51 BUNGE
M-1994-145;BROE 1:30 NORRLANDA/BN 930993
M-1994-146;REMBS 1:6 OCH AUSTRE 1:27 VAMLINGBO
M-1994-147;SKOGBY 5:1 GAMMELGARN/BN 940034
M-1994-148;STORMS 2:1 HAMRA/BN 940026
M-1994-149;RINGVIDA 1:52-1:53 VéSKINDE/BN 940022
M-1994-152;STENKYRKEHUK 2:22 STENKYRKA
M-1994-155;RISUNGS 1:28 RUTE
M-1994-156;RUTE 1:2 RUTE
M-1994-161;KALBJERGA 1:9 FèRô
M-1994-162;BJERS 1:9 HEJNUM
M-1994-164;AUSTERS 1:50 FèRô
M-1994-166;HALLUTE 1:33 NéR
M-1994-168;FURBJERS 1:12 TINGSTéDE
M-1994-169;ôVERBURGE 1:16 FARDHEM
M-1994-174;VIVUNGS 1:9 VéNGE
M-1994-175;TRéSKVéLDER 1:42 TINGSTéDE
M-1994-176;TRéSKVéLDER 1:41 TINGSTéDE
M-1994-177;SUDERGARDA 1:28 FèRô
M-1994-178;SUDERGARDA 1:28 FèRô
M-1994-179;TJéNGDARVE 1:29 HEMSE
M-1994-181;TRéSKVéLDER 1:43 TINGSTéDE
M-1994-182;VéSTERGèRDA LILLA 1:30 FIDE
M-1994-183;PILGèRDS 1:16 BOGE
M-1994-185;ROMAKLOSTER 1:206 ROMA
M-1994-186;GUFFRIDE 1:30 ALSKOG
M-1994-187;LAUTER 1:130 FèRô
M-1994-188;RINGVIDA 1:52-1:53 VéSKINDE
M-1994-189;SANDE 1:38 ôSTERGARN
M-1994-192;ANSRAVE 1:39 TOFTA
M-1994-193;STRANDS 1:89 KLINTEHAMN
M-1994-197;GèSEMORA ST 1:74 FèRô
M-1994-202;LASSOR 1:17 FèRô
M-1994-203;RANGSTéDE 3:1 TOFTA
M-1994-206;TAJNUNGS 3:1 HANGVAR
M-1994-208;BLéSNUNGS ST 1:42 VéSKINDE
M-1994-210;BUTLEX 1:33 FèRô
M-1994-215;ôDEHOBURGA 1:54 FèRô
M-1994-217;SKOGBY 1:79 GAMMELGARN
M-1994-218;STRANDS 1:31 ôJA
M-1994-219;SMISS 1:3 LAU/BN 940056
M-1994-220;VéSTERGèRDE ST 1:21 OCH L:A 1:37 FIDE
M-1994-222;SKAGS 1:10 ôSTERGARN/BN 940065
M-1994-223;STRANDS 1:89 KLINTEHAMN /BN 940080
M-1994-224;SIGERS 1:2 EKSTA
M-1994-226;BLéSNUNGS ST 1:111 VéSKINDE
M-1994-228;SéLLE 4:1 FRôJEL
M-1994-229;LARSARVE 1:30 KéLLUNGE
M-1994-230;SUDERSAND 1:1 FèRô/BN 940062
M-1994-231;LOGGARVE 1:48 KLINTE
M-1994-232;LOGGARVE 1:41 KLINTE
M-1994-233;SMISS 1:13 NéR/BN 930556
M-1994-234;KLINTEBYS 1:4 KLINTE
M-1994-237;S:T NICOLAI VISBY
M-1994-238;GUSTAVS 1:30 FRôJEL
M-1994-239;ROSARVE 1:7 TINGSTéDE
M-1994-241;NYSTUGU 1:120 TINGSTéDE
M-1994-242;BOPPARVE 1:58 EKSTA
M-1994-244;BOBBENARVE 2:1 BURGSVIK
M-1994-245;GUMBALDE 1:98 STèNGA
M-1994-246;PRéSTGèRDEN 1:1 KLINTE
M-1994-247;PRéSTGèRDEN 1:1 KLINTE'
M-1994-248;RYFTES ST. 1:29 FOLE
M-1994-254;BROUNGS 1:43 FèRôSUND
M-1994-262;PRéSTGèRDEN 1:2 ATLINGBO
M-1994-263;KAUPARVE 1:8 LéRBRO
M-1994-264;SKèLS 1:20 NéS BN:940105
M-1994-265;FRIGGARDS 1:16 FèRô BN: 940107
M-1994-266;GRAUTE 1:17 HEJNUM BN:940102
M-1994-267;DOMERARVE 1:41 GRôTLINGBO BN:940101
M-1994-268;BOTARVE 1:46 ôJA BN:940099
M-1994-269;PRéSTGèRDEN 1:45 HAVDHEM BN:940098
M-1994-270;HAMMARGèRDEN 1:15 M FL NéR BN:940097
M-1994-271;SMISS 1:19 NéR  BN:940094
M-1994-272;STG 1651 ô VISBY  BN:940094
M-1994-273;STG 1648 VISBY BN: 940090
M-1994-274;DOMERARVE 1:41 GRôTLINGBO BN:940073
M-1994-275;GANNE 1:15/1:20 ôSTERGARN/945005-003.31
M-1994-276;SKOGS 1:4 LEVIDE  BN: 940077
M-1994-278;RINGVIDA 1:27 FèRô
M-1994-279;SUDERGARDA 1:16 FèRô
M-1994-280;SKèNE 1:9 KRéKLINGBO
M-1994-284;NORS 1:61 VéSKINDE
M-1994-288;TASS 1:11 HEJDE
M-1994-289;BUTTER 6:1 VéSKINDE
M-1994-291;HéGVALDS 1:27 VéNGE
M-1994-298;STENSTUGU 1:15 FARDHEM
M-1994-299;STENSTUGU 1:6 FARDHEM
M-1994-301;RAGNSTéDE 3:14 TOFTA
M-1994-304;ANDERSE 1:10 NéS
M-1994-305;HéGULDS 1:32 GARDA
M-1994-306;SMISS 1:19 NéR
M-1994-320;VéSTERHEJDE 1:69 OCH 1:149/BN 940117
M-1994-321;LASSOR 1:15 I ALSKOG
M-1994-322;ETELHEM 1:1 ETELHEM
M-1994-323;GLéVES ST 2:2 BURS
M-1994-324;SNEVIDE 1:22 OCH SPENARVE 1:54 HAVDHEM
M-1994-325;SINDARVE L:A 1:3 HAMRA
M-1994-326;GLOSER 1:15 GAMMELGARN
M-1994-327;HULTE ST O L:A 1:4 OCH 1:10 MFL ENDRE
M-1994-330;KLINTE 1:39 GAMMELGARN
M-1994-332;HAMNGèRDEN 1:1 NéR
M-1994-334;VIVUNGS 1:9 VéNGE
M-1994-336;STUX 4:1 BUNGE
M-1994-337;VéSTERHEJDE 1:69 OCH 1:149 VéSTERHEJDE
M-1994-338;BOPPARVE 1:45 EKSTA
M-1994-344;PRéSTGèRDEN 1:47 HAVDHEM
M-1994-345;HALLUTE 1:28 ARDRE
M-1994-346;NYGèRDS 1:60 ARDRE
M-1994-350;BLéSNUNGS ST. 1:136 VéSKINDE
M-1994-351;ANNEXEN 2:1 STèNGA
M-1994-352;TJéLDER 1:58 BOGE TJéLDERS TOMTéGARF
M-1994-359;ALVNE 1:24-1:27 ESKELHEM
M-1994-361;SNôGRINDE L:A 1:26 KLINTE
M-1994-362;SKOGS 1:4 LEVIDE
M-1994-363;SKèLS 1:20 NéS
M-1994-364;ERIKS 1:2 BRO
M-1994-378;S:T HANSGATAN VISBY
M-1994-386;ALVANS 1:43 OCH 1:10 RUTE/BN 930610
M-1994-388;SKèNE 1:2 KRéKLINGBO/BN 940126
M-1994-389;EKEBY 1:79 ESKELHEM/BN 940131
M-1994-390;FRIDES 1:4 VAMLINGBO/BN 940124
M-1994-391;VARBOS L:A 1:66 SANDA/BN 940122
M-1994-392;ROBBJENS 1:64 KLINTE/BN 940132
M-1994-393;MULDE 1:6 KLINTE/BN 940133
M-1994-394;MULDE 1:43 KLINTE/BN 940134
M-1994-395;ALLEKVIA 1:2 ENDRE
M-1994-396;BôLSKE 3:3 EKE/BN 940146
M-1994-397;GERVALDS 1:21 VAMLINGBO/BN 940147
M-1994-398;VINOR 1:17 FèRô/BN 940149
M-1994-399;HéGUR 1:14 (DEL AV) BUNGE/BN 940153
M-1994-400;S:T MICHAEL 24 VISBY/BN 940144
M-1994-401;ANGELBOS 1:154 LéRBRO
M-1994-402;SIGLAJVS 1:9 RUTE/BN 940118
M-1994-403;LEKARVE 1:70 SANDA
M-1994-404;NORS 1:64 FèRô
M-1994-405;SUDERBYS 1:19 ATLINGBO
M-1994-406;SUDERBYS 1:9 ANGA
M-1994-408;HULTUNGS 1:6 BUNGE
M-1994-411;VIBBLE 1:237 VIBBLE
M-1994-417;PETSARVE 1:10 ARDRE
M-1994-420;GUTE 1:69 BéL
M-1994-421;ôSTERBY 1:181 OTHEM
M-1994-422;NORS 1:125 VéSKINDE
M-1994-426;BOSARVE 1:12 LYE
M-1994-430;ôSTERBY 1:134 OTHEM
M-1994-433;éNGVARDS 1:12 VAMLINGBO
M-1994-435;BJéRGES 1:39 LAU
M-1994-439;NORS 1:83 VéSKINDE
M-1994-440;SANDARVE 1:14 FARDHEM
M-1994-450;STUX 1:356 BUNGE
M-1994-451;VéSTLANDS 1:31/BN 940169
M-1994-452;ôDEBURGA 1:45 FèRô/BN 940164
M-1994-453;VERKEGARDS 1:30 FèRô/BN 940163
M-1994-454;SANDARVE 1:8 FARDHEM
M-1994-455;PRéSTGèRDEN 1:1 ôSTERGARN/BN 940158
M-1994-456;SANDARVE 1:8 FARDHEM/BN 940162
M-1994-457;LUNDARHAGE 1:2 FLERINGE/BN 940157
M-1994-459;HéGVALDS 5:1 VALLSTENA/BN 945026
M-1994-460;STORGRAUN 1:1 LéRBRO/BN 940151
M-1994-461;BJERS 3:2 (DEL AV) TOFTA/BN 940171
M-1994-462;HALLINGE 3:1 GRôTLINGBO/BN 940155
M-1994-467;SMISS 1:28 TINGSTéDE
M-1994-474;TJéNGVIDE 1:16 KRéKLINGBO
M-1994-475;ALE 1:25 RUTE
M-1994-476;SNODER ALLMéNNING S1:1 SPROGE
M-1994-478;KENNUNGS 1:67 HELLVI
M-1994-480;FRIGGES 1:8 OCH 1:11 HEMSE
M-1994-481;SKOGBY 4:1 D A GAMMELGARN
M-1994-482;LAURITZE 1:35 ALA
M-1994-486;ANSARVE 2:2 TOFTA
M-1994-491;KVIE 1:11 HEJDE
M-1994-493;KAUNGS 1:16 VéSKINDE
M-1994-495;DUCKARVE 1:18 LINDE
M-1994-496;NYGèRDS 1:85 VéSTERHEJDE/BN 945009
M-1994-497;KYSINGS 1:5 VALL
M-1994-500;NéRS 3:1 OTHEM
M-1994-501;HAGEBY 5:1 ETELHEM
M-1994-502;LINHATTE 2:1 VALL
M-1994-503;SNODER ALLM 1:1 SILTE
M-1994-505;SNéCKERS 1:74 HANGVAR
M-1994-507;LORITSE 1:29 RONE
M-1994-508;HAGE 1:2 OCH 1:3 MéSTERBY
M-1994-509;PRéSTGèRDEN 1:14 ESKELHEM
M-1994-511;ALLVIDE 1:11 HOGRéN
M-1994-513;SKOGS 1:3 LEVIDE
M-1994-514;ALVNE 1:21 ESKELHEM
M-1994-515;NORRBYS 1:3 M FL HôRSNE
M-1994-516;LAUKS 1:4 LOKRUME/BN 940202
M-1994-518;DAVIDE 1:10 GAMMELGARN/BN 940174
M-1994-519;KINNER 1:70 LUMMELUNDA/BN 940186
M-1994-520;KVIE 3:3 HANGVAR
M-1994-521;GUSTAVS 1:44 FRôJEL
M-1994-523;NéRS 1:235 VéSKINDE
M-1994-524;TRE MARKLEJ JORD 1:3 VéSTERHEJDE
M-1994-525;SKOGS 1: 28 HAMRA
M-1994-526;ôSTRYFTES 1:2 FOLE
M-1994-527;HALLEGèRDA 1:44 HALLA
M-1994-528;HARDINGS 1:6 VALL
M-1994-529;SMISS 1:12 LAU
M-1994-530;TJAULS 2:1 LUMMELUNDA
M-1994-531;KLINTE 1:74 GAMMELGARN
M-1994-533;BANNA L:A 1:4 LéRBRO
M-1994-534;KYRKEBINGE 3:32 GOTHEM
M-1994-536;HAGEBY 1:59 ETELHEM
M-1994-537;LôVSTA 2:2 OCH MYRE 2:1 ROMA
M-1994-540;LJUGENéS 1:2 OCH 2:1 O ALANDS 1:13 BURS
M-1994-541;VALLE 1:218 KLINTE
M-1994-544;MYRVéLDER 1:35 TINGSTéDE
M-1994-545;SUDERBYS 1:39 HEJDEBY
M-1994-546;DUNE 2:1 M.FL. DALHEM
M-1994-547;SKOGBY 4:1( DEL AV) GAMMELGARN
M-1994-548;LAUTER 1:130 FèRô
M-1994-554;HALL 1:28 HALL
M-1994-555;GRINDS 1:16 VALLSTENA
M-1994-556;KYRKEBYS 1:32 HANGVAR
M-1994-557;"KYRKO""èRDEN 1:1 HANGVAR"
M-1994-558;KVIE 1:24 HANGVAR
M-1994-560;LéDARVE 3:3 EKSTA
M-1994-567;NORRGèRDE 1:6 HAMRA/BN 940222
M-1994-568;KROKSTéDE 1:15 TOFTA/BN 940206
M-1994-569;RINGVIDE 1:20 VéSKINDE/BN 940221
M-1994-570;KèLMANS 1:1 BURS/BN 940216
M-1994-571;NYMANS 1:12 FRôJEL/BN 940228
M-1994-572;RINGVIDE 1:8 VéSKINDE/BN 940211
M-1994-574;BJôRKE 1:16 NORRLANDA/BN 940245
M-1994-575;SKOLTOMTEN 1:1 VAMLINGBO/BN 940190
M-1994-579;ôSTERUD 2:1 NéS/BN 940250
M-1994-584;GANDARVE 1:17 DALHEM
M-1994-585;LINGSARVE 1:37 VAMLINGBO
M-1994-586;BROE 1:23 HALLA
M-1994-588;KéNNUNGS 1:52 HELLVI
M-1994-589;STORMS 2:1 (DEL AV) HAMRA
M-1994-592;IRE 1:47 HANGVAR
M-1994-595;RUNDARVE 1:8 M.FL. ROMA
M-1994-597;STENSTUGU 1:18 VéSTERHEDJE
M-1994-598;LéNGERS 1:46 HELLVI
M-1994-599;MOOS 1:17 STENKYRKA
M-1994-600;KVINNEGèRDA 1:6 HAVDHEM
M-1994-601;KLINTEBYS 1:4 KLINTE
M-1994-605;STENGRINDA 1:104 HELLVI
M-1994-607;SOJVIDE ST 2:1 1:21 SJONHEM
M-1994-608;MèSEN NORS 1:111 SLITE
M-1994-613;SKRADARVE 1:6 GRôTLINGBO
M-1994-614;SIGSARVE 1:3 HEJDE
M-1994-617;BOSARVE 1:58 STèNGA
M-1994-618;HALLGèRDS 1:27 FRôJEL
M-1994-619;HALLGèRDS 1:24 FRôJEL
M-1994-620;VALVE 1:11 ESKELHEM
M-1994-625;IRE L:A 1:12 HELLVI
M-1994-626;ôSTERBY 1:8 OCH 1:229 OTHEM
M-1994-627;VéSTERGèRDA 3:1 SUNDRE
M-1994-628;SKéGGS 2:1 M.FL. VéSKINDE
M-1994-629;KAUPARVE 1:31 HEMSE
M-1994-630;HALOR 1:69 RONE
M-1994-631;KAUPARVE 1:5 LAU
M-1994-633;BOSARVE 1:45 STèNGA
M-1994-634;BLéSNUNGS ST 1:86 VéSKINDE
M-1994-635;MYRVéLDER 1:58 TINGSTéDE
M-1994-637;GARDE 1:17 STENKYRKA
M-1994-638;SMISS 1:15 VALL
M-1994-639;HAVOR 4:1 HAVDHEM
M-1994-640;BOTVARDS 2:2 HABLINGBO
M-1994-641;GRéNE 4:1 VéTE
M-1994-642;FLEMMOR 1:37 NéR
M-1994-643;LôVES 2:1/MôLNER 1:7 HEJDE
M-1994-644;HULTE 1:16 M FL ENDRE
M-1994-645;ANGLARVE 1:24 TRéKUMLA
M-1994-646;SKRADARVE 1:9 GRôTLINGBO
M-1994-650;KROKSTéDE 1:139 TOFTA
M-1994-651;KROKSTéDE 1:139 TOFTA
M-1994-653;LERA 1:29 ENDRE
M-1994-677;SMèGèRDE 1:103 TOMT B TOFTA BN:940-238
M-1994-678;SVENS 1:7 FèRô BN:940230
M-1994-679;BLéSNUNGS ST 1:47 VéSKINDE BN:940183
M-1994-683;FRIDTORP 3:1 VALL
M-1994-684;GURFILES 1:54 ALA
M-1994-685;NORRBYS 2:1 LéRBRO
M-1994-686;BJéRS 1:55 LOJSTA
M-1994-687;KAUPARVE 1:32/1:21/1:29/1:7 ALVA
M-1994-688;GANNARVE 1:83 HEMSE
M-1994-689;OCKES 1:8 ôJA
M-1994-692;BLéSNUNGS STORA 1:68 VéSKINDE
M-1994-693;HALTARVE 2:1 NéR
M-1994-696;TOMASE 1:57 ôSTERGARN
M-1994-697;RIKVIDE 1:12/1:13 NéR
M-1994-700;HéGSARVE 1:2 SPROGE
M-1994-701;SNODER 1:48 SPROGE
M-1994-702;SNODER 1:71 SPROGE
M-1994-703;TJéNGDARVE 1:21 SPROGE
M-1994-707;STENSTUGU 1:6 FARDHEM
M-1994-708;HALNER 1:19 BRO
M-1994-713;SNôGRINDE 1:8 KLINTE
M-1994-714;ROMAKLOSTER 1:23 OCH 1:187 MFL
M-1994-715;NYSTUGU 1:37 HELLVI/BN 940242
M-1994-716;BROA 1:44 FèRô/BN 940254
M-1994-717;SVENS 1:22 FèRô/BN 940259
M-1994-718;GULLAUSER 1:9 HANGVAR/BN 940244
M-1994-722;BOTVALDE 1:33 STèNGA
M-1994-723;STENKYRKEHUK 2:15 TINGSTéDE
M-1994-726;NORRGèRDA 1:45 SANDA
M-1994-727;PRéSTGèRDEN 1:11 SANDA
M-1994-728;KAUPARVE 1:5 LAU
M-1994-729;ôSTERBY 1:11 KRéKLINGBO
M-1994-731;KéRNA 1:26 BURS
M-1994-732;MYRE ST 2:41 M.FL. MARTEBO
M-1994-733;MYRE ST 2:41 M.FL. MARTEBO
M-1994-734;RANGSARVE 1:16 LINDE
M-1994-735;BROA 1:28 FèRô
M-1994-736;TALINGS 1:12 RUTE
M-1994-737;SKOGBY 1:52 GAMMELGARN
M-1994-738;STENHUSE 1:20 SANDA
M-1994-739;GRéNE 5:2 VéTE
M-1994-740;LUNDERHAGE 1:37 FLERINGE
M-1994-741;TOMTE 1:12 HALLA
M-1994-744;SMISS 1:21 GANTHEM
M-1994-745;GURPE 1:68 KRéKLINGBO
M-1994-749;VARBOS ST 1:7 KLINTEHAMN
M-1994-754;AUSARVE 1:6 FOLE
M-1994-755;GANDARVE 1:34 DALHEM
M-1994-758;GISSLAUSE 1:57 LéRBRO
M-1994-759;VIVES 1:7 SANDA
M-1994-760;HALOR 1:167 RONE
M-1994-761;HALOR 1:159 RONE
M-1994-762;ASARVE 1:137 HEMSE
M-1994-764;TJéNDARVE 1:112 TRéKUMLA
M-1994-767;SKèLS 1:49 NéS
M-1994-768;HéGDARVE 1:13 SILTE
M-1994-769;GUMBALDE 1:2 STèNGA
M-1994-770;SNAUSARVE 1:5 ALSKOG
M-1994-771;VALLE L:A 1:5 RUTE
M-1994-772;HALNER 1:159 RONE
M-1994-780;BOTVIDE 1:71 SANDA
M-1994-787;MEDEBYS 1:59 MARTEBO
M-1994-788;HALTARVE 1:15 LOKRUME
M-1994-797;GUMBALDE 1:96 STèNGA/BN 940268
M-1994-798;SKRADARVE 1:9 GRôTLINGBO/BN 940275
M-1994-799;NORE 1:37 VAMLINGBO/BN 940290
M-1994-800;SUDERGèRDA 3:1 FèRô/BN 940309
M-1994-801;SUDERGèRDA 1:3 FèRô/BN 940310
M-1994-802;SUDERGèRDA 3:1 SKIFTE 4 FèRô/BN 940311
M-1994-803;SUDERGèRDA 3:1 FèRô SKIFTE 3/BN 940312
M-1994-804;SICKLINGS 1:38 KLINTE/BN 940318
M-1994-805;IHRE 1:189 HANGVAR/BN 940319
M-1994-806;IHRE 1:189 HANGVAR
M-1994-807;BROE 1:10 NORRLANDA
M-1994-808;BROE 1:31 NORRLANDA
M-1994-809;NORRGèRDE 1:26 LéRBRO
M-1994-810;BOTVALDE 1:26 GOTHEM
M-1994-811;NYGèRDS 1:248 VéSTERHEJDE
M-1994-812;NYGèRDS 1:339 VéSTERHEJDE
M-1994-813;PUTTERSJAUS 1:14 RUTE
M-1994-814;SKOGS 1:21 HAMRA
M-1994-816;BURGE 1:18 LUMMELUNDA
M-1994-817;SKOGBY 4:6 GAMMELGARN
M-1994-818;VéSTRIS 3:1 TINGSTéD
M-1994-820;BJôRKLUNDA 1:2 BURGSVIK
M-1994-821;PRéSTGèRDEN 1:57 HAVDHEM
M-1994-822;KéBBE 3:1 EKSTA
M-1994-825;BOBBENARVE 2:1 BURGSVIK
M-1994-826;ALMUNGS 1:14 STèNGA
M-1994-827;FINDARVE 1:47 SANDA
M-1994-828;BOLARVE 1:8 GARDA
M-1994-829;DRAKARVE 1:89 NéS
M-1994-830;DRAKARVE 1:89 NéS
M-1994-831;TRéSKVéLDE 1:47 TINGSTéDE
M-1994-832;ALE 1:48 RUTE
M-1994-833;SUDERBYS 1:16 OCH 1:21 HEJDEBY
M-1994-834;KLINTE 1:29 GAMMELGARN
M-1994-836;BOTMUNDS I HAMMAREN 1:17 NéR
M-1994-837;HEMDARVE 1:4 SILTE
M-1994-838;BURGE 1:6 ôJA
M-1994-839;FRIGGARS 1:3 ATLINGBO
M-1994-842;SéLLE 1:6 1:21 OCH 1:22 FRôJEL
M-1994-843;ôSTERUDD 2:1 NéS
M-1994-847;ODVALDS 1:74 FIDE
M-1994-848;RANGVALDS 1:12 HAVDHEM
M-1994-849;TJéLDER 1:53 BOGE
M-1994-850;ALLEKVIA 1:25 VALLSTENA
M-1994-851;BANNE ST 1:26 LéRBRO
M-1994-854;SIGFRIDE 1:7 RUTE
M-1994-857;SPENARVE 1:28 HAVDHEM/BN 940303
M-1994-858;VERKEGARDS 1:43 FèRô/BN 940315
M-1994-859;STENGRINDE 1:104 HELLVI/BN 940331
M-1994-862;MELINGS 1:5 EKSTA
M-1994-864;MANGSARVE 1:10 NORRLANDA
M-1994-866;NYGèRDS 1:270 VéSTERHEJDE
M-1994-867;TJAULS 1:3 LUMMELUNDA/BN 945040
M-1994-868;SUDERBYS 2:2 VéNGE
M-1994-869;SAMF MARK S:116 ôSTERGARN/BN 940338
M-1994-870;GUTENVIKS 1:19 ôSTERGARN/BN 940335
M-1994-871;KATTHAMMARS 1:17 ôSTERGARN/BN 940336
M-1994-872;SAMF MARK S:115 ôSTERGARN/BN 940337
M-1994-873;HAJDES L:A 1:15 FRôJEL
M-1994-876;AUSTRE 2:5 VAMLINGBO
M-1994-877;VIVLINGS 1:19 HELLVI
M-1994-878;OLLAJVS 1:19 VIKLAU
M-1994-879;FRIGGARS 1:9 BOGE
M-1994-880;KéRNE 1:26 BURS
M-1994-881;MICKELS 1:33 HABLINGBO
M-1994-882;BOTVALDE 1:133 ARDRE
M-1994-883;KUSE 1:34 VéSTERHEJDE
M-1994-886;BOGS 1:5 STèNGA
M-1994-888;BUNGENéS 1:2 BUNGE
M-1994-891;SMISS 1:24 NéR
M-1994-892;SALLMUNDS 1:29 VéNGE
M-1994-894;LAJVES 1:8 LEVIDE
M-1994-895;LAJVES 1:8 LEVIDE M.FL.
M-1994-897;HAMMARS 1:7 NORRLANDA
M-1994-898;MATSARVE 1:22 RONEHAMN
M-1994-899;BOTMUNDS 1:33 OCH 1:34 VéSTERHEJDE
M-1994-903;SNODER 2:1 SPROGE
M-1994-906;KROKSTéDE 1:158 TOFTA
M-1994-907;RINGS 3:1 HEJNUM
M-1994-908;RINGS 2:1 HEJNUM
M-1994-909;IHRE 1:134 HANGVAR
M-1994-911;KUSE 1:67 VéSTERHEJDE
M-1994-912;KUSE 1:67 VéSTERHEJDE
M-1994-913;SNAUSARVE 1:5 ALSKOG
M-1994-914;IRE 1:104 HANGVAR
M-1994-915;IRE 1:104 HANGVAR
M-1994-921;GèSEMORA ST 1:55 FèRô
M-1994-923;S:T MICHAEL 24 VISBY
M-1994-940;èKRE 1:12 SJONHEM
M-1994-941;RANGSARVE 1:29 NéS
M-1994-942;FRIDE 1:46 LOJSTA
M-1994-944;HAVOR 1:13 HAVDHEM
M-1994-945;AUSTERS 3:1 HANGVAR
M-1994-946;ROES 1:36 GRôTLINGBO
M-1994-947;FRINDARVE 1:49 GARDA
M-1994-948;LEVIDE 1:38 ESKELHEM
M-1994-949;BOLEKS 1:6 ESKELHEM
M-1994-950;RINGVIDE 1:27 LéRBRO
M-1994-951;BJéRS L:A 1:4 STENKYRKA
M-1994-952;STENSTUGèRD 1:7 VIKLAU
M-1994-953;TUNE 1:12 VéTE
M-1994-954;KVIE 1:68 VéTE
M-1994-956;OLLEIFS 1:19 VIKLAU
M-1994-957;LEVIDE 1:40 VALL
M-1994-958;GARDE 1:25 STENKYRKA
M-1994-959;HOMA L:A 1:24 STENKUMLA
M-1994-961;MôLNER 1:44 FèRô
M-1994-962;NYGèRDS 1:186 VéSTERHEJDE
M-1994-963;DAVIDE 1:55 GAMMELGARN
M-1994-964;SYSNE 1:12 ôSTERGARN
M-1994-965;FRIGGARS 1:48 FèRô
M-1994-968;SKèLS 1:49 NéS/BN 940328
M-1994-969;ANNEX 1:1 NéS/BN 940333
M-1994-970;SUDERGARDA 1:3 FèRô/BN 940346
M-1994-971;HAJDES L:A 1:15 FRôJEL/BN 940347
M-1994-972;FALHAMMARS 1:40 ôSTERGARN
M-1994-973;PETSARVE 1:26 SJONHEM
M-1994-974;RINGVIDE 1:13 VéSKINDE
M-1994-975;BRINGES 1:30 VéNGE
M-1994-977;NORRGèRDE 1:6 HAMRA
M-1994-979;RYFTES ST 1:29 FOLE
M-1994-984;ANSARVE 1:26 TOFTA
M-1994-987;RAGNSTéDE 3:22 TOFTA
M-1994-990;SUDERGARDA 1:13 FèRô
M-1994-992;KRéMPLAUSE 1:10 HEJDE
M-1994-995;EKESE 1:12 DEL AV ARDRE/BN 940397
M-1994-996;BéCKS 1:28 ENDRE/BN 940355
M-1994-997;FéTTINGS 1:67 DEL AV TOFTA/BN 940368
M-1994-998;SIBBJéNS 1:10 VAMLINGBO/BN 940387
M-1994-999;AJMUNDS 1:16 ROMAKLOSTER/BN 940356
M-1994-1001;RINGVIDE 1:13 VéSKINDE/BN 940404
M-1994-1003;ANNEX 1:1 NéS
M-1994-1005;BLéSNUNGS ST 3:1 VéSKINDE
M-1994-1009;SIMUNDS 1:29 FèRô
M-1994-1012;LAUTERS 1:122 FèRô
M-1994-1013;GUTENVIKS 1:13 ôSTERGARN
M-1994-1017;BJERS L:A 1:4 STENKYRKA
M-1994-1019;BANNE L:A 1:20 LéRBRO
M-1994-1020;GARTARVE 1:20 GAMMELGARN
M-1994-1021;KALLINGS ST 1:2 FOLLINGBO
M-1994-1023;ROMA 1:126 ROMA
M-1994-1024;SIGGUR 1:30 DALHEM
M-1994-1027;INGVARDS 1:73 TRéKUMLA
M-1994-1028;VARPLôSE 1:13 MFL BJôRKE O ROMA
M-1994-1029;SOJDEBY ST 2:5 FOLE
M-1994-1030;BJôRKOME 1:29 VéSKINDE
M-1994-1032;NYGèRDS 1:68 ARDRE
M-1994-1033;STEN-TOLLBY 1:7 FOLE
M-1994-1035;TRE MARKLEJ JORD 1:3 VéSTERHEJDE
M-1994-1037;SICKLINGS 1:113 KLINTE/BN 940389
M-1994-1039;SéLLE 1:21 FRôJEL/BN 940352
M-1994-1040;ôSTERBY 1:181 O 1:209 OTHEM/BN 940407
M-1994-1043;HALOR 1:129 RONE
M-1994-1045;GUMBALDE 1:63 STèNGA
M-1994-1048;NYGèRDS 1:24 VéSTERHEJDE
M-1994-1049;VéSKINDE KLINTEGèRDA 6:1 ST M FL
M-1994-1050;BROE 1:59 HALLA
M-1994-1051;SIGSARVE 1:26 GRôTLINGBO
M-1994-1057;MAFRIDS L:A 1:69 VéSTERGARN
M-1994-1058;RUNNE 1:43 SANDA
M-1994-1059;VIBY 1:26 GOTHEM
M-1994-1060;LEVIDERUM 1:1 LEVIDE
M-1994-1061;BJéRS ST. 1:2 LéRBRO
M-1994-1063;SVARVARE 1:21 KLINTE
M-1994-1068;STUX 1:342 FèRô
M-1994-1069;SIGSARVE 1:25 VIKLAU
M-1994-1070;SKOGBY 1:83 GAMMELGARN/BN 940394
M-1994-1071;UTALSKOG 1:12 ALSKOG
M-1994-1074;GASEMORA ST. 1:71 FèRô
M-1994-1075;STENGRINDE 1:70 HELLVI
M-1994-1076;NISSE 1:15 HABLINGBO
M-1994-1077;éNGMANS 2:1 GAMMELGARN/BN 940354
M-1994-1078;GERVIDE 1:35 DEL AV SJONHEM/BN 940420
M-1994-1079;GUFFIRDE 1:22 ALSKOG/BN 940430
M-1994-1081;FLENVIKE 6:2 HANGVAR/BN 940437
