Diarienummer;Sökbegrepp;Fastighet;Fnr
M-1997-1020;RONEHAMN AVLOPPSRENINGSVERK;;
M-1998-982;RONEHAMNS AVLOPPSRENINGSVERK;;
M-1999-660;RONEHAMNS AVLOPPSRENINGSVERK;;
M-1993-539;RONEHAMNS HAMN;;
M-1993-1594;RONEHAMNS HAMN;;
M-2005-1974;RONEHAMNS HAMN;;
M-1993-1718;RONEHAMNS HAMN RONE;;
M-1993-144;RONEHAMNS VATTENVERK 1V 166;;
M-1989-856;RONNARVE 1:38 + RONNARVE 1:45;;
M-1990-1441;ROSARVE 1:16 1:17 HAVDHEM;;
M-1993-1693;ROSARVE 1:20 OCH 1:11 TINGSTÄDE;;
M-1994-1578;ROSAS CAFÉ & PANNKAKSHUS;;
M-1991-710;ROSAS VISBY;;
M-1995-2672;ROSENDAHL FOLLINGBO;;
M-1991-312;ROSENDAL 1:2 NORRBYS 1:20 FO;;
M-1990-138;ROSENDAL 1:21 (DEL AV) FOLLIN;;
M-1994-84;ROSENDAL 1:30 FOLLINGBO/BN 930984;;
M-1993-1420;ROSENGÅRDEN RESTAURANG;;
M-1993-52;ROTARVE LYE;;
M-1994-704;ROVALDS ESKELHEM;;
M-1989-278;ROXY-HUSET ADELSG-VÅRDKLOCKEG;;
M-1994-1999;RUNNE 1:11 SANDA/BN 940778;;
M-1989-2610;RUNNE 1:13 1:14 1:15 1:16;;
M-1990-644;RUNNE 1:37 (DEL AV) SANDA;;
M-1994-2490;RUNNE 1:57 SANDA/BN 945241;;
M-1989-1697;RUTE;;
M-1993-483;RUTE;;
M-1994-464;RUTE;;
M-1996-1475;RUTE;;
M-1996-1540;RUTE;;
M-1996-2819;RUTE;;
M-1997-1534;RUTE;;
M-1998-808;RUTE;;
M-1998-2810;RUTE;;
M-1999-142;RUTE;;
M-1999-2290;RUTE BLÄSE;;
M-1997-2181;RUTE FARDARVE;;
M-1995-1222;RUTE FOLKETS HUS;;
M-1999-2504;RUTE FOLKETS HUS;;
M-1997-55;RUTE FURILDENS VA-ANLÄGGNING;;
M-1996-2529;RUTE GROVTIPP;;
M-2008-6234;RUTE KAUPARVE 1:23 OCH 2:1;;
M-1998-2029;RUTE KYLLAJ SMÖJEN;;
M-1999-2475;RUTE LERGRAV;;
MHN-2018-3192;Rute lilla valle 1:28;;
M-2000-3859;RUTE RISUNGS 1:28 OCH 1:30;;
M-1996-12;RUTE SIGLAJVS 1:5 (1:11);;
M-1997-1184;RUTE VALLE L:A 1:17;;
M-1997-409;RUTE VALLE L:A 1:5;;
M-1996-2205;RUTE VALLE S:A 1:22;;
M-1996-2231;RUTE VALLE S:A 1:54;;
M-1995-1296;RUTE VALLEVIKEN;;
M-1998-2706;RUTE VALLEVIKEN;;
M-1999-2501;RUTE VALLEVIKEN;;
M-2000-3068;RUTE VALLEVIKEN;;
M-2008-3978;RUTE VALLEVIKEN;;
M-1998-966;RUTE VALLEVIKEN AVLOPPSRENINGSVERK;;
M-1999-645;RUTE VALLEVIKEN AVLOPPSRENINGSVERK;;
M-1989-2142;RUTEGATAN 8 VISBY (BÖNAN 3);;
M-1994-151;RUTEGATAN VISBY;;
M-1995-2674;RYDDAN RESTAURANG OCH CAFE;;
M-1990-47;RYFTES 1:14 (FOLE KVARN) FOLE;;
M-1994-1773;RYFTES FOLE;;
M-1995-2324;RYFTES GRÖNSAKER AB;;
M-1991-530;RYFTES L:A 1:12 FOLE;;
M-1995-121;RYFTES L:A 1:2 FOLE;;
M-1992-1199;RYFTES L:A 1:3 (D A) FOLE;;
M-1992-40;RYFTES L:A 1:3 D A FOLE;;
M-1991-738;RYFTES L:A 1:3 FOLE;;
M-1995-733;RYFTES L:A 1:6 FOLE;;
M-1993-1115;RYSKA GRÄND VISBY;;
M-1991-875;RYSKA GÅRDEN CAFÉ VISBY;;
M-1995-809;RYSKA GÅRDEN VISBY;;
M-1991-1350;RÅBY L:A 1:5 HEJDEBY;;
M-1994-1445;RÅDHUSET VISBY;;
M-1993-775;RÅDMANNEN VISBY;;
M-1995-245;RÅDMANNEN VISBY;;
M-1995-257;RÅDMANNEN VISBY;;
M-1995-443;RÅGÅKRE KRÄKLINGBO;;
M-1994-1036;RÄDDNINGSTJÄNSTEN;;
M-1994-1604;RÄKARVE DALHEM;;
M-1989-466;RÄNGI;;
M-1993-1927;RÄVHAGEN 1 VISBY/ BN 930870;;
M-1993-1894;RÄVHAGEN 1 VISBY/BN 930871;;
M-1995-2098;RÄVHAGEN RIDHUS;;
M-1992-380;RÄVHAGEN STG 1651 VISBY;;
M-1992-913;RÄVHAGEN STG 1651 VISBY;;
M-1991-907;RÄVHAGEN STG 1651 VISBY RIDHU;;
M-1989-178;RÄVHAGEN VISBY;;
M-1989-257;RÄVHAGEN VISBY;;
M-1990-1762;RÄVHAGEN VISBY;;
M-1990-1873;RÄVHAGEN VISBY;;
M-1991-432;RÄVHAGEN VISBY;;
M-1993-1106;RÄVHAGEN VISBY;;
M-1994-889;RÄVHAGEN VISBY;;
M-1995-2183;RÄVHAGEN VISBY;;
M-1989-2706;RÖDA RADEN RUTE;;
M-1998-2012;RÖKFRIA MILJÖER;;
M-1990-173;RÖSTÄDE EKEBY;;
M-1995-1804;RÖSTÄDE EKEBY;;
M-1993-347;RÖSTÄDE L:A 1:15 EKEBY;;
M-1992-644;RÖSTÄDE L:A 1:35 EKEBY;;
M-1991-454;RÖVAR LILJA HB VISBY;;
M-1989-2234;RÖVAR LILJA VISBY;;
M-1990-1647;RÖVAR LILJA VISBY;;
M-1993-153;S;;
M-1995-859;S: 115 SAMF MARK ÖSTERGARN BN 950270;;
M-1995-858;S: 116 SAMF MARK ÖSTERGARN BN 950273;;
M-1990-87;S:11 SAMFÄLLIGHET SILTE;;
M-1994-2342;S:37 AJVIDE M.FL. EKSTA/BN 940950;;
M-1993-1124;S:A KATARINA 2 VISBY;;
M-1993-427;S:A SKRÄDDARGÅRDEN 16 VISBY;;
M-1991-2157;S:T BLÄSNUNGS 1:125;;
M-1991-105;S:T BLÄSNUNGS 1:64 VÄSKINDE;;
M-1989-633;S:T CLEMENS 6 VISBY;;
M-1993-426;S:T DROTTENSG 6 VISBY;;
M-1992-1206;S:T HANS 4, VISBY;;
M-1989-812;S:T HANS KONDITORI VISBY;;
M-1993-449;S:T HANSG 51 VISBY;;
M-1990-1250;S:T HANSGATAN (GAMLA MUSFÄLLAN;;
M-1995-520;S:T HANSGATAN 21 VISBY;;
M-1989-1509;S:T HANSGATAN 33 VISBY;;
M-1989-289;S:T HANSGATAN VISBY;;
M-1994-378;S:T HANSGATAN VISBY;;
M-1995-2277;S:T HANSGATAN, VISBY;;
M-1994-2389;S:T KATARINA 2 VISBY;;
M-1989-1723;S:T KATARINA NR 3 VISBY;;
M-1994-1451;S:T KLEMENS 6 VISBY;;
M-1989-1496;S:T LARS 5 VISBY;;
M-1994-1388;S:T LARS 5 VISBY;;
M-1992-988;S:T MICHAEL 16 VISBY;;
M-1995-2084;S:T MICHAEL 16 VISBY;;
M-1989-632;S:T MICHAEL 18 VISBY;;
M-1994-923;S:T MICHAEL 24 VISBY;;
M-1994-1142;S:T MICHAEL 24 VISBY;;
M-1994-1245;S:T MICHAEL 24 VISBY;;
M-1994-1358;S:T MICHAEL 24 VISBY;;
M-1994-400;S:T MICHAEL 24 VISBY/BN 940144;;
M-1990-465;S:T MICHAEL NR 14 VISBY;;
M-1994-1155;S:T MICHAELSGRÄND VISBY;;
M-1989-2099;S:T MICHAELSGÅRDEN 14 VISBY;;
M-1989-810;S:T MICKAEL 18 VISBY;;
M-1990-1366;S:T MIKAEL 1:18 VISBY;;
M-1993-1123;S:T MIKAEL 18 VISBY;;
M-1994-1201;S:T MIKAEL 18 VISBY;;
M-1995-213;S:T MIKAEL 18 VISBY;;
M-1994-237;S:T NICOLAI VISBY;;
M-1992-1257;S:T NICOLAUS 7;;
M-1991-1033;S:T NICOLAUS 7 VISBY;;
M-1989-1959;S:T NICOLAUS 9 VISBY;;
M-1991-1198;S:T NICOLAUS 9 VISBY;;
M-1995-488;S:T NIKOLAIGATAN 15 VISBY;;
M-1995-2671;S:T NIKOLAUS 17 VISBY;;
M-1989-2066;S:T NIKOLAUS 7 VISBY;;
M-1991-1723;S:T OLOF 14 VISBY;;
M-1993-1030;S:T OLOF 9 VISBY;;
M-1995-2798;S:T RINGOME 1:62 ALVA;;
M-1990-2530;S:T VÄGUME 2:1 1:16 LÄRBRO;;
M-1994-2321;S:TA GERTUD 11 VISBY;;
M-1989-1059;S:TA MARIA 12 O 13 VISBY;;
M-1991-2168;S:TA MARIA 23 VISBY;;
M-1995-2259;S:TA MARIA 36 VISBY;;
M-1992-1081;S:TA MARIA VISBY;;
M-1990-2342;S:Ä 412 E ANNELUND VISBY;;
M-1993-1788;SAJGS 1:49 HELLVI/BN 930804;;
M-1992-62;SAJGS SAMF:1 HELLVI;;
M-1991-647;SALEN OCH SKÄNKEN STÅNGA;;
M-1991-176;SALLADSREST TRÄDGÅRDEN VISBY;;
M-1993-1984;SALLMUNDS 1:17 TOFTA/BN 930939;;
M-1993-1476;SALLMUNDS 1:29 HAMRA 930668;;
M-1994-2211;SALLMUNDS 1:6 HAMRA/BN 940901;;
M-1991-61;SALLMUNDS GÅRDSHOTELL;;
M-1991-841;SALLMUNDS GÅRDSHOTELL AB HAMR;;
M-1989-1049;SALLMUNDS GÅRDSHOTELL HAMRA;;
M-1994-1986;SALLMUNDS HAMRA;;
M-1995-2446;SALMUNDS MÄSTERBY;;
M-1990-150;SALONGSGEVÄR;;
M-1993-589;SALTHAMN LUMMELUNDA;;
M-1995-496;SALTHAMN LUMMELUNDA;;
M-1994-2469;SALTHAMN VISBY;;
M-1991-1246;SAMF BARLÄST & LASTAGEPL ARDRE;;
M-1990-2304;SAMF FÖR SNODER VIII SPROGE;;
M-1990-530;SAMF MARK MAGNUSE VÄTE;;
M-1994-872;SAMF MARK S:115 ÖSTERGARN/BN 940337;;
M-1994-869;SAMF MARK S:116 ÖSTERGARN/BN 940338;;
M-1994-88;SAMF SNODER SPROGE;;
M-1989-2292;SAMFÄLLD LEVIDE;;
M-1990-1209;SAMFÄLLD MARK UNDER EKEBY I EK;;
M-1994-783;SAMFÄLLDMARK ALSKOG;;
M-1993-282;SAMFÄLLIGHET BRUNNS GRÖTLINGBO;;
M-1993-460;SAMFÄLLIGHET BRUNNS MFL GRÖTLINGBO;;
M-1990-2475;SAMHALL FÅRÖSUND;;
M-1989-266;SAMHALL GUTE;;
M-1995-2068;SAMHALL GUTE AB MILJÖAVD;;
M-1989-300;SAMHALL GUTE HEMSE;;
M-1990-742;SAMHALL GUTE I SLITE;;
M-1991-770;SAMHALL GUTE KV. HACKSPETTEN;;
M-1997-2922;SAMMANTRÄDESPLAN;;
MHN-2018-4009;Sammlingsärende Klart Vatten 2010-2018;;
M-1994-349;SANDA;;
M-1994-1844;SANDA;;
M-1994-1900;SANDA;;
M-1995-36;SANDA;;
M-1995-111;SANDA;;
M-1996-768;SANDA;;
M-1997-259;SANDA;;
M-1997-2410;SANDA;;
M-1998-118;SANDA;;
M-1998-1882;SANDA;;
M-1999-81;SANDA;;
M-1999-148;SANDA;;
M-1999-454;SANDA;;
M-1999-725;SANDA;;
M-1999-1062;SANDA;;
M-1999-2550;SANDA;;
M-1999-2632;SANDA;;
M-2000-2901;SANDA;;
M-2000-3552;SANDA;;
M-2000-504;SANDA;;
M-2000-792;SANDA;;
M-1998-2254;SANDA BJÖRKHAGA;;
M-2000-1363;SANDA BOTVIDE;;
M-2000-1827;SANDA BOTVIDE;;
M-1997-682;SANDA BÄCKSTÄDE L:A 1:21;;
M-2000-1559;SANDA GUNILDE 1:11, ÄSKES 1:17;;
M-2000-2173;SANDA JUVES 1:11 OCH 1:12;;
M-1996-2605;SANDA LEKARVE 1:65/BN 960764;;
M-1997-2502;SANDA PETARVE;;
M-1998-351;SANDA RUNNE;;
M-1996-2482;SANDA SANDA 1:37 1:67;;
M-1996-904;SANDA STENHUSE 1:23 1:24;;
M-1996-1686;SANDA VARBOS;;
M-1996-1743;SANDA VARBOS 2:4 2:5 ST;;
M-1996-428;SANDA VARBOS L:A;;
M-1997-1959;SANDA VARBOS L:A 1:46;;
M-1997-2220;SANDA VARBOS L:A 1:46;;
M-1997-752;SANDA VARBOS L:A 1:49;;
M-1997-1240;SANDA VARBOS L:A 1:50;;
M-1997-1348;SANDA VARBOS L:A 1:50;;
M-1997-1480;SANDA VARBOS L:A 1:73;;
M-1997-160;SANDA VARBOS ST;;
M-1994-456;SANDARVE 1:8 FARDHEM/BN 940162;;
M-1993-319;SANDE 1:18 ÖSTERGARN 93.0124;;
M-1993-1920;SANDE 1:26 GAMMELGARN (DEL AV);;
M-1994-2156;SANDE 1:38 ÖSTERGARN/BN 940876;;
M-1994-2341;SANDE 1:44 ÖSTERGARN/BN 940964;;
M-1989-1423;SANDEGÅRDA 1:28 O 1:35 SANDA;;
M-1995-1270;SANDES GRÖTLINGBO;;
M-1993-300;SANDHAMN FRÖJEL;;
M-1994-649;SANDKVIE ÖJA;;
M-1990-1231;SANDVIKENS SAMFÄLLIGHET;;
M-1990-2046;SANDÅSEN FARDHEM;;
M-1995-1017;SANDÅSEN FARDHEM;;
M-1989-259;SANKTOLOFHOLM HELLVI;;
M-1990-736;SAX O KAM VISBY;;
M-1995-2772;SCB UNDERSÖKNING;;
M-2000-3109;SCHENHOLMEN;;
M-1990-2081;SCHENHOLMS CAFÉ (ADELSGATAN V;;
M-1990-824;SCHENHOLMS CAFÉ VISBY;;
M-1991-149;SERVICEHUSET KRÅKAN HEMSE;;
M-1991-229;SERVICEHUSET KRÅKAN HEMSE;;
M-1990-807;Shell Österv;;
M-1994-1750;SIBBJENS 1:10 VAMLINGBO BN:94.0070;;
M-1990-775;SIBBJENS 1:7 (4) VAMLINGBO;;
M-1990-1360;SIBBJENS GÅRD VAMLINGBO;;
M-1994-1158;SIBBJÄNS 1:10 (DEL AV) VAMLINGBO;;
M-1994-998;SIBBJÄNS 1:10 VAMLINGBO/BN 940387;;
M-1994-1918;SICKLINGS 1:113 (D A) KLINTE/BN 940599;;
M-1994-1037;SICKLINGS 1:113 KLINTE/BN 940389;;
M-1994-804;SICKLINGS 1:38 KLINTE/BN 940318;;
M-1994-2157;SIGDES 1:32 BURS/BN 940879;;
M-1990-108;SIGDES ÖSTERGARN;;
M-1993-1260;SIGLAJVS 1:7 ST NÄS 93.0572;;
M-1994-402;SIGLAJVS 1:9 RUTE/BN 940118;;
M-1992-672;SIGLAJVS L:A 1:3 1:4 NÄS;;
M-1992-751;SIGLAJVS L:A 1:3 NÄS;;
M-1992-745;SIGLAJVS L:A 1:4 NÄS;;
M-1994-1747;SIGLAJVS L:A 1:4 NÄS BN:94.0671;;
M-1994-2336;SIGLAJVS ST 1:8 NÄS/BN 940941;;
M-1993-1918;SIGLEIFS;;
M-1990-2491;SIGMA AB HEMSE;;
M-1990-53;SIGMA AB HEMSEFABRIKEN HEMSE;;
MHN-2016-1962;SIGNALBOKSTÄVER SIUO;;
MHN-2016-2162;SIGNALBOKSTÄVER SIUO;;
M-1995-2285;SIGNALEN VISBY;;
M-1989-115;SIGNALENS ALLKÖP VISBY;;
M-1994-1961;SIGNALGATAN;;
M-1989-751;SIGNALGATAN VISBY;;
M-1991-361;SIGRAJVS 1:1 (DEL AV) VÄSTERH;;
M-1989-2376;SIGRAJVS 1:1 V-HEJDE TJÄNDAR;;
M-1993-186;SIGSARVE 1:17 1:9 BURS;;
M-1994-2530;SIGSARVE 1:27 NÄS/BN 940985;;
M-1989-166;SIGSARVE 1:54 1:55-1:58 VIKL;;
M-1989-167;SIGSARVE 1:54 1:55-1:58 VIKL;;
M-1994-443;SIGSARVE HEJDE;;
M-1995-221;SIGSARVE HEJDE;;
M-1995-1140;SIGSARVE VIKLAU;;
M-1994-1644;SIGVALDE TRÄSK STÅNGA;;
M-1989-2337;SIGVARDS 1:20 (DEL AV) ESKELHE;;
M-1989-38;SIGVARDS 1:20 1:64 D A ESKEL;;
M-1995-178;SIGVARDS 1:64 ESKELHEM/BN 950055;;
M-1989-864;SIGVARDS 1:66 (DEL AV) EKSLEHE;;
M-1990-705;SIGVARDS 1:66 (DEL AV) ESKELH;;
M-1999-109;SILTE;;
M-1996-875;SILTE KVARNÅKERSHAMN;;
MHN-2018-3578;Silte Kvarnåkershamn 2:1;;
M-1996-2289;SILTE SAMFÄLLD MARK;;
M-1996-2437;SILTE SAMFÄLLD MARK BÅ;;
MHN-2018-3628;Silte Snausarve 1:3;;
M-1995-381;SIMUNDE HEJDE;;
M-1993-1293;SIMUNDE VAMLINGBO;;
M-1995-2126;SIMUNDS 1:12 1:51 1:60 FÅRÖ;;
M-1989-579;SIMUNDS 1:55 1:56 1:57 1:58;;
M-1989-587;SIMUNDS 1:9 OCH 1:15 FÅRÖ;;
M-1989-97;SINDARVE GARDA;;
M-1990-2054;SINDARVE GARDA;;
M-1994-160;SINDARVE GARDA;;
M-1994-325;SINDARVE L:A 1:3 HAMRA;;
M-1990-1509;SINDARVE STORA 1.30 HAMRA;;
M-1991-619;SISKAN 6 (ETAPP 2) HEMSE;;
M-1994-1066;SJONHEM;;
M-1995-170;SJONHEM;;
M-1997-1676;SJONHEM;;
M-1997-1778;SJONHEM;;
M-1997-2660;SJONHEM;;
M-1998-60;SJONHEM;;
M-2000-1017;SJONHEM;;
M-2000-1667;SJONHEM;;
M-2000-2819;SJONHEM;;
M-2000-3042;SJONHEM;;
M-2009-2805;SJONHEM;;
M-1996-871;SJONHEM BJÄRBO;;
M-1997-685;SJONHEM BJÄRBY L:A 1:76;;
M-1996-492;SJONHEM HELLINGE 1:15 1:27;;
M-1996-1808;SJONHEM HÄLLINGE 1:16 1:35;;
M-1996-2214;SJONHEM SOJVIDE S:A 2:1;;
M-1999-1935;SJONHEM SOJVIDE1:17;;
M-2009-1259;SJONHEM SUDERBYS 1:7 OCH 1:9;;
M-1989-314;SJONHEMS SERVERING SJONHEM;;
M-1994-1677;SJÄLSO VÄSKINDE;;
M-1997-2242;SJÄLSÖ;;
M-1989-323;SJÄLSÖ ENSK VATTENVERK VÄSKIN;;
M-1995-1304;SJÄLSÖ VÄSKINDE;;
M-1991-946;SKAFFERIET AB VISBY;;
M-1994-222;SKAGS 1:10 ÖSTERGARN/BN 940065;;
M-1994-845;SKANSKA;;
M-1995-2478;SKANSKA SYDÖST AB;;
M-1995-2590;SKANSKA SYDÖST AB;;
M-1989-2547;SKARPHÄLLSGATAN 4 (STANSEN) V;;
M-1993-1511;SKATAN 1 VISBY BN/930669;;
M-1990-1292;SKEPPET (STG 1648 A) VISBY;;
M-1990-172;SKEPPET I VISBY AB;;
M-1994-1603;SKEPPET VISBY;;
M-1994-1080;SKEPPSBRON 1 VISBY/BN 940427;;
M-1994-784;SKEPPSBRON 4-6 VISBY;;
M-1991-1119;SKEPPSBRON VISBY;;
M-1994-377;SKEPPSBRON VISBY;;
M-1994-2565;SKEPPSBRON VISBY;;
M-1995-839;SKEPPSBRON VISBY;;
M-1995-1101;SKEPPSBRON VISBY;;
M-1993-1436;SKINNARVE 1:41 LEVIDE 93.627;;
M-1995-537;SKOGBY 1:80/1:81;;
M-1994-1070;SKOGBY 1:83 GAMMELGARN/BN 940394;;
M-1991-293;SKOGBY 4:1 (DEL AV) GAMMALGAR;;
M-1994-547;SKOGBY 4:1( DEL AV) GAMMELGARN;;
M-1992-1343;SKOGBY 4:5, 4:6 GAMMELGARN;;
M-1994-147;SKOGBY 5:1 GAMMELGARN/BN 940034;;
M-1994-159;SKOGBY GAMMELGARN;;
M-1989-2689;SKOGE 1:4 VÄNNES 1:19 SUNDRE;;
M-1994-525;SKOGS 1: 28 HAMRA;;
M-1991-1401;SKOGS 1:29 (1:30) VÄNGE;;
M-1994-276;SKOGS 1:4 LEVIDE  BN: 940077;;
M-1989-1536;SKOGS 2:1 (AVS FR) VALL;;
M-1989-1535;SKOGS 2:1 (AVST FRÅN) VALL;;
M-1993-1228;SKOGS HAMRA;;
M-1995-808;SKOGS HAMRA;;
M-1992-370;SKOGS VÄNGE;;
M-1990-26;SKOGSHOLM VISBY;;
M-1994-575;SKOLTOMTEN 1:1 VAMLINGBO/BN 940190;;
M-1995-2426;SKOTE GÅRD GÅRDFARIHANDEL;;
M-1993-51;SKOTE LOJSTA;;
M-1994-798;SKRADARVE 1:9 GRÖTLINGBO/BN 940275;;
M-1992-14;SKROTGÅRDEN;;
M-1994-1650;SKRUBBS VISBY;;
M-1994-1738;SKRUBBS VISBY;;
M-1995-226;SKRUBBSHAGEN 1:19 FOLLINGBO BN: 950082;;
M-1990-403;SKRUBBSOMRÅDET VISBY;;
M-1993-1263;SKÅLS 1:19 NÄS 93.0551;;
M-1994-18;SKÅLS 1:19 NÄS/BN 930986;;
M-1995-138;SKÅLS 1:19 NÄS/BN 950045;;
M-1994-264;SKÅLS 1:20 NÄS BN:940105;;
M-1994-2338;SKÅLS 1:28 NÄS/BN 940942;;
M-1993-428;SKÅLS 1:49 1:19 NÄS;;
M-1993-900;SKÅLS 1:49 1:19 NÄS;;
M-1993-1663;SKÅLS 1:49 NÄS BN/930723;;
M-1994-968;SKÅLS 1:49 NÄS/BN 940328;;
M-1995-137;SKÅLS 1:49 NÄS/BN 950044;;
M-1995-281;SKÅLS 1:49 OCH 1:19;;
M-1995-1305;SKÅLS NÄS;;
M-1994-388;SKÅNE 1:2 KRÄKLINGBO/BN 940126;;
M-1990-1446;SKÄLLHORNS 1:19 1:20 KÄLLUNG;;
M-1990-1447;SKÄLLHORNS 1:19 1:20 KÄLLUNG;;
M-1990-571;SKÄLLHORNS 1:8 (LOTT B) KÄLLU;;
M-1994-1596;SKÄR FÅRÖ;;
M-1995-1506;SKÄR FÅRÖ;;
M-1989-968;SKÖLDEN 11-12 VISBY;;
M-1990-265;SLITE;;
M-1994-135;SLITE;;
M-1994-173;SLITE;;
M-1994-249;SLITE;;
M-1994-342;SLITE;;
M-1994-343;SLITE;;
M-1994-473;SLITE;;
M-1994-477;SLITE;;
M-1994-1097;SLITE;;
M-1994-1774;SLITE;;
M-1995-136;SLITE;;
M-1995-1006;SLITE;;
M-1995-1015;SLITE;;
M-1995-2313;SLITE;;
M-1996-17;SLITE;;
M-1996-586;SLITE;;
M-1997-1835;SLITE;;
M-1999-1990;SLITE;;
M-1999-1993;SLITE;;
M-1999-2011;SLITE;;
M-1996-2593;SLITE AVFALLSANLÄGGNING;;
M-1998-930;SLITE AVFALLSANLÄGGNING;;
M-1998-2912;SLITE AVFALLSANLÄGGNING;;
M-1998-938;SLITE AVLOPPSRENINGSVERK;;
M-1996-2019;SLITE CAFÉ VALVET;;
M-1992-1073;SLITE DEPONERINGSPLATS;;
M-1991-1034;SLITE GOLFBANA;;
M-1993-931;SLITE HAMN;;
M-1999-2221;SLITE HAMN;;
M-1993-1719;SLITE HAMN OTHEM;;
M-1995-764;SLITE HEMSE ROMA;;
M-2000-3253;SLITE HOTELLPARKEN;;
M-1996-77;SLITE ICA;;
M-1994-2555;SLITE KRAFTSTATION;;
M-1995-2346;SLITE LIVS;;
M-1994-1574;SLITE MARKNAD;;
M-1999-1964;SLITE MARKNAD;;
M-1999-1974;SLITE MARKNAD;;
M-1999-1981;SLITE MARKNAD;;
M-2000-3267;SLITE MARKNAD;;
M-1994-2286;SLITE OTHEM;;
M-2000-3382;SLITE SLITE MARKNAD;;
M-1999-838;SLITE STORA TORGET;;
M-1989-1833;SLITE SYSTEMBOLAG;;
M-1993-81;SLITE VATTENVERK;;
MHN-2018-4069;Slite Vattenverk - Reningsverk;;
M-1990-264;SLITE VÄXTHUS AB SLITE;;
M-1990-263;SLITEBADENS HOTELL SLITE;;
M-1995-2743;SLITEHALLEN;;
M-1990-912;SLITE-TIPPEN;;
M-1994-1960;SLUMRE VALLSTENA;;
M-1993-1210;SLÅTTERGATAN;;
M-1989-2619;SLÄTTFLISHAGE 2:1 3:1 FOLLIN;;
M-1991-226;SLÄTTFLISHAGE 4:1 (DEL AV) FO;;
M-1990-643;SMISS 1.13 LAU;;
M-1990-1271;SMISS 1:13 (DEL AV) NÄR;;
M-1990-20;SMISS 1:13 (NORRA DELEN) NÄR;;
M-1990-34;SMISS 1:13 (SÖDRA DELEN) NÄR;;
M-1991-1562;SMISS 1:13 1:15 NÄR;;
M-1994-1287;SMISS 1:13 ALSKOG BN:94.0249;;
M-1993-1262;SMISS 1:13 NÄR 93.556;;
M-1994-233;SMISS 1:13 NÄR/BN 930556;;
M-1993-1708;SMISS 1:17 NÄR/ BN 930773;;
M-1994-271;SMISS 1:19 NÄR  BN:940094;;
M-1994-219;SMISS 1:3 LAU/BN 940056;;
M-1990-559;SMISS 1:7 1:8 NÄR;;
M-1989-1084;SMISS 3:1 OCH 1:15 LYE;;
M-1995-1884;SMISS GARDA;;
M-1994-445;SMISS LAU;;
M-1994-1336;SMISS NÄR;;
M-1993-419;SMISS1:13 NÄS;;
M-1995-942;SMISSARVE 1:6 1:8 RONE;;
M-1991-453;SMISSARVE RONE;;
M-1994-677;SMÅGÅRDE 1:103 TOMT B TOFTA BN:940-238;;
M-1994-1629;SMÅGÅRDE 1:91 TOFTA BN 940630;;
M-1994-2520;SMÖJEN 1:1 HELLVI/BN 941057;;
M-1993-1259;SNAUSARVE SAMF SILTE;;
M-1993-1514;SNAUSARVE SAMF. SILTE;;
M-1995-571;SNAVSARVE 6:6/6:8 SILTE;;
M-1994-324;SNEVIDE 1:22 OCH SPENARVE 1:54 HAVDHEM;;
M-1996-1244;SNEVIDE AVLOPPSR VERK;;
M-1997-1021;SNEVIDE AVLOPPSRENINGSVERK;;
M-1991-146;SNOBBEN VIBBLE;;
M-1994-1760;SNODER 1:23 LILLA KARSLÖ 1:1 EKSTA;;
M-1993-822;SNODER 1:43 (DEL AV) SPROGE;;
M-1995-405;SNODER 1:53 SPROGE/BN 950120;;
M-1994-476;SNODER ALLMÄNNING S1:1 SPROGE;;
M-1994-1737;SNODER ALLMÄNNING SNODER;;
M-1994-1871;SNODER ALLMÄNNING SPROGE;;
M-1994-1642;SNODER SAMF SPROGE;;
M-1994-920;SNODER SPROGE;;
M-1995-1388;SNODER SPROGE;;
M-1994-458;SNODER SPROGE S 3/BN 940010;;
M-1994-315;SNODERS SPROGE;;
M-1994-1997;SNOVALDS 1:2 VÄSTERGARN/BN 940772;;
M-1994-83;SNOVALDS 1:7 ALSKOG/BN 931006;;
M-1992-1007;SNÄCK;;
M-1993-1060;SNÄCK;;
M-1991-578;SNÄCK HOTEL O KONFERENS AB;;
M-1991-2093;SNÄCK REST VISBY;;
M-1993-402;SNÄCK VISBY;;
M-1994-766;SNÄCK VISBY;;
M-1995-112;SNÄCK VISBY;;
M-1995-1823;SNÄCK VISBY;;
M-1990-978;SNÄCKARVE 1:8 (DEL AV) STENKU;;
M-1990-1277;SNÄCKARVE 1:8 (DEL AV) STENKU;;
M-1990-2608;SNÄCKGÄRDSBADEN 1 2 3 M FL VI;;
M-1989-2097;SNÄCKGÄRDSBADEN VISBY;;
M-1995-1915;SNÄCKGÄRDSBADEN VISBY;;
M-1996-1936;SNÄCKHAGENS STUGOR;;
M-1991-826;SNÄCKHAGENS STUGOR AB;;
M-1998-2342;SNÄCKVIKEN;;
M-1994-1492;SNÄCKVIKEN VISBY;;
M-1990-44;SNÖGRINDA KLINTE;;
M-1992-589;SNÖGRINDA L:A 1:15 KLINTE;;
M-1995-58;SNÖGRINDA L:A 1:34 KLINTE;;
M-1995-450;SNÖGRINDE KLINTE;;
M-1989-1874;SNÖGRINDE L:A 1:26 I KLINTE;;
M-1994-361;SNÖGRINDE L:A 1:26 KLINTE;;
M-1989-1875;SNÖGRINDE L:A 1:46 I KLINTE;;
